rule, support, confidence, lift
['asparagus' -> 'avocado'], 0.0002666311158512198, 0.05714285714285714, 1.7145142857142857
['avocado' -> 'babies food'], 0.0002666311158512198, 0.008, 1.7649411764705885
['whole wheat rice' -> 'avocado'], 0.0038661511798426876, 0.06605922551252848, 1.9820410022779043
['whole wheat pasta' -> 'babies food'], 0.0002666311158512198, 0.00904977375565611, 1.9965397923875436
['bacon' -> 'barbecue sauce'], 0.0011998400213304892, 0.13846153846153847, 12.822222222222223
['barbecue sauce' -> 'black tea'], 0.0006665777896280496, 0.06172839506172839, 4.3273335640936885
['white wine' -> 'barbecue sauce'], 0.0003999466737768298, 0.024193548387096774, 2.240442054958184
['black tea' -> 'blueberries'], 0.0002666311158512198, 0.018691588785046728, 2.0319653257483408
['vegetables mix' -> 'black tea'], 0.0007998933475536596, 0.031088082901554404, 2.1793617742482203
['turkey' -> 'blueberries'], 0.0009332089054792694, 0.014925373134328358, 1.6225394765303915
['body spray' -> 'brownies'], 0.0009332089054792694, 0.08139534883720931, 2.413227318687379
['brownies' -> 'bug spray'], 0.0002666311158512198, 0.007905138339920948, 0.9122529644268774
['tomatoes' -> 'brownies'], 0.0029329422743634183, 0.042884990253411304, 1.2714636833629966
['bug spray' -> 'burger sauce'], 0.0005332622317024396, 0.06153846153846154, 10.490909090909092
['burger sauce' -> 'burgers'], 0.0003999466737768298, 0.06818181818181818, 0.7820058381984987
['burgers' -> 'butter'], 0.0030662578322890282, 0.035168195718654434, 1.1672417525912695
['strong cheese' -> 'burgers'], 0.0009332089054792694, 0.1206896551724138, 1.3842402193398713
['butter' -> 'cake'], 0.0029329422743634183, 0.09734513274336283, 1.2009635537959944
['strawberries' -> 'butter'], 0.0002666311158512198, 0.0125, 0.4148783185840708
['cake' -> 'candy bars'], 0.0002666311158512198, 0.003289473684210526, 0.3380046863734679
['spinach' -> 'cake'], 0.0007998933475536596, 0.11320754716981132, 1.3966608738828203
['spaghetti' -> 'carrots'], 0.004666044527396347, 0.02679938744257274, 1.7480191757107664
['cauliflower' -> 'cereals'], 0.0003999466737768298, 0.08333333333333333, 3.2387737478411056
['soup' -> 'cauliflower'], 0.0003999466737768298, 0.0079155672823219, 1.6492963940193492
['cereals' -> 'champagne'], 0.001999733368884149, 0.07772020725388601, 1.66090961427749
['champagne' -> 'chicken'], 0.0025329956005865884, 0.05413105413105413, 0.9023045267489712
['shrimp' -> 'champagne'], 0.0025329956005865884, 0.03544776119402985, 0.7575317855168601
['chicken' -> 'chili'], 0.0011998400213304892, 0.02, 3.261304347826087
['shampoo' -> 'chicken'], 0.0002666311158512198, 0.05405405405405406, 0.9010210210210211
['chili' -> 'chocolate'], 0.0017331022530329288, 0.2826086956521739, 1.7248558389641628
['sandwich' -> 'chocolate'], 0.0009332089054792694, 0.20588235294117646, 1.2565691858517205
['salt' -> 'chocolate bread'], 0.0002666311158512198, 0.028985507246376812, 6.7943840579710155
['chutney' -> 'cider'], 0.0002666311158512198, 0.06451612903225806, 6.125765618619845
['salmon' -> 'chutney'], 0.0005332622317024396, 0.012539184952978056, 3.034078268783497
['clothes accessories' -> 'cookies'], 0.0007998933475536596, 0.09523809523809523, 1.1847113638158413
['rice' -> 'clothes accessories'], 0.0007998933475536596, 0.0425531914893617, 5.066531577169875
['cookies' -> 'cooking oil'], 0.0021330489268097585, 0.026533996683250415, 0.5196645146764004
['red wine' -> 'cookies'], 0.0017331022530329288, 0.061611374407582936, 0.7664128017102481
['cooking oil' -> 'corn'], 0.0005332622317024396, 0.010443864229765013, 2.176095155207427
['protein bar' -> 'cooking oil'], 0.0021330489268097585, 0.11510791366906475, 2.254371959351579
['corn' -> 'cottage cheese'], 0.0002666311158512198, 0.05555555555555555, 1.743607624360762
['pet food' -> 'cottage cheese'], 0.0002666311158512198, 0.04081632653061224, 1.2810178464691313
['pepper' -> 'dessert wine'], 0.0003999466737768298, 0.01507537688442211, 3.4266788487894013
['eggplant' -> 'eggs'], 0.0035995200639914677, 0.2727272727272727, 1.517601834367413
['eggs' -> 'energy bar'], 0.005199306759098787, 0.028931750741839762, 1.0690495680519214
['parmesan cheese' -> 'eggs'], 0.004532728969470737, 0.22818791946308725, 1.2697608189114373
['energy bar' -> 'energy drink'], 0.0011998400213304892, 0.04433497536945813, 1.662783251231527
['pancakes' -> 'energy bar'], 0.0026663111585121984, 0.028050490883590462, 1.0364863651123746
['energy drink' -> 'escalope'], 0.0009332089054792694, 0.035, 0.4412352941176471
['olive oil' -> 'energy drink'], 0.0013331555792560992, 0.020242914979757085, 0.7592105263157894
['escalope' -> 'extra dark chocolate'], 0.0005332622317024396, 0.0067226890756302525, 0.5602987861811392
['oil' -> 'escalope'], 0.0023996800426609784, 0.10404624277456648, 1.3116821294991985
['flax seed' -> 'french fries'], 0.001999733368884149, 0.22058823529411764, 1.2906648618885932
['french fries' -> 'french wine'], 0.0037328356219170776, 0.0218408736349454, 0.9693987759510381
['mushroom cream sauce' -> 'french fries'], 0.004666044527396347, 0.24475524475524477, 1.4320663735640335
['french wine' -> 'fresh bread'], 0.0027996267164378083, 0.1242603550295858, 2.8856870683496068
['muffins' -> 'french wine'], 0.0002666311158512198, 0.011049723756906077, 0.49043773905652355
['fresh bread' -> 'fresh tuna'], 0.001999733368884149, 0.04643962848297214, 2.0858901392261915
['fresh tuna' -> 'fromage blanc'], 0.0023996800426609784, 0.10778443113772455, 7.926382529059528
['mint' -> 'fresh tuna'], 0.0006665777896280496, 0.03816793893129771, 1.7143575444530788
['fromage blanc' -> 'frozen smoothie'], 0.001999733368884149, 0.14705882352941177, 2.322291021671827
['mineral water' -> 'fromage blanc'], 0.004532728969470737, 0.01901565995525727, 1.3983967188665174
['frozen smoothie' -> 'frozen vegetables'], 0.009998666844420743, 0.15789473684210525, 1.6564593301435406
['milk' -> 'frozen smoothie'], 0.014264764698040262, 0.11008230452674897, 1.7383734026424085
['frozen vegetables' -> 'gluten free bar'], 0.0009332089054792694, 0.009790209790209791, 1.4122377622377624
['melons' -> 'frozen vegetables'], 0.0018664178109585388, 0.15555555555555556, 1.631919191919192
['gluten free bar' -> 'grated cheese'], 0.0010665244634048793, 0.15384615384615385, 2.9363867684478375
