rule, support, confidence, lift
['a' -> 'c'], 0.48, 0.6857142857142857, 1.0084033613445378
['h' -> 'a'], 0.3, 0.6, 0.8571428571428572
['c' -> 'd'], 0.44, 0.6470588235294118, 1.0436432637571158
['f' -> 'c'], 0.44, 0.7857142857142857, 1.1554621848739495
['d' -> 'e'], 0.38, 0.6129032258064516, 1.135005973715651
['e' -> 'd'], 0.38, 0.7037037037037037, 1.1350059737156513
['e' -> 'f'], 0.36, 0.6666666666666666, 1.1904761904761902
['d' -> 'e'], 0.38, 0.6129032258064516, 1.135005973715651
['f' -> 'h'], 0.38, 0.6785714285714286, 1.3571428571428572
['c' -> 'f'], 0.44, 0.6470588235294118, 1.1554621848739495
['a' -> 'h'], 0.3, 0.42857142857142855, 0.8571428571428571

