rule, support, confidence, lift
['asparagus' -> 'avocado'], 0.0002666311158512198, 0.05714285714285714, 1.7145142857142857
['avocado' -> 'babies food'], 0.0002666311158512198, 0.008, 1.7649411764705885
['whole wheat rice' -> 'avocado'], 0.0038661511798426876, 0.06605922551252848, 1.9820410022779043
['whole wheat pasta' -> 'babies food'], 0.0002666311158512198, 0.00904977375565611, 1.9965397923875436
['bacon' -> 'barbecue sauce'], 0.0011998400213304892, 0.13846153846153847, 12.822222222222223
['barbecue sauce' -> 'black tea'], 0.0006665777896280496, 0.06172839506172839, 4.3273335640936885
['white wine' -> 'barbecue sauce'], 0.0003999466737768298, 0.024193548387096774, 2.240442054958184
['black tea' -> 'blueberries'], 0.0002666311158512198, 0.018691588785046728, 2.0319653257483408
['vegetables mix' -> 'black tea'], 0.0007998933475536596, 0.031088082901554404, 2.1793617742482203
['turkey' -> 'blueberries'], 0.0009332089054792694, 0.014925373134328358, 1.6225394765303915
['body spray' -> 'brownies'], 0.0009332089054792694, 0.08139534883720931, 2.413227318687379
['brownies' -> 'bug spray'], 0.0002666311158512198, 0.007905138339920948, 0.9122529644268774
['tomatoes' -> 'brownies'], 0.0029329422743634183, 0.042884990253411304, 1.2714636833629966
['bug spray' -> 'burger sauce'], 0.0005332622317024396, 0.06153846153846154, 10.490909090909092
['burger sauce' -> 'burgers'], 0.0003999466737768298, 0.06818181818181818, 0.7820058381984987
['burgers' -> 'butter'], 0.0030662578322890282, 0.035168195718654434, 1.1672417525912695
['tea' -> 'burgers'], 0.0002666311158512198, 0.06896551724137931, 0.790994411051355
['butter' -> 'cake'], 0.0029329422743634183, 0.09734513274336283, 1.2009635537959944
['strong cheese' -> 'butter'], 0.0003999466737768298, 0.05172413793103448, 1.7167378700030516
['cake' -> 'candy bars'], 0.0002666311158512198, 0.003289473684210526, 0.3380046863734679
['strawberries' -> 'cake'], 0.0018664178109585388, 0.0875, 1.079502467105263
['cauliflower' -> 'cereals'], 0.0003999466737768298, 0.08333333333333333, 3.2387737478411056
['spaghetti' -> 'cauliflower'], 0.0014664711371817091, 0.008422664624808576, 1.7549557597413648
['cereals' -> 'champagne'], 0.001999733368884149, 0.07772020725388601, 1.66090961427749
['soup' -> 'cereals'], 0.0023996800426609784, 0.047493403693931395, 1.8458446689542976
['champagne' -> 'chicken'], 0.0025329956005865884, 0.05413105413105413, 0.9023045267489712
['soda' -> 'champagne'], 0.0002666311158512198, 0.0425531914893617, 0.9093774625689519
['chicken' -> 'chili'], 0.0011998400213304892, 0.02, 3.261304347826087
['shrimp' -> 'chicken'], 0.006265831222503666, 0.08768656716417911, 1.4616376451077944
['chili' -> 'chocolate'], 0.0017331022530329288, 0.2826086956521739, 1.7248558389641628
['shallot' -> 'chocolate'], 0.0013331555792560992, 0.1724137931034483, 1.0522993182009484
['chutney' -> 'cider'], 0.0002666311158512198, 0.06451612903225806, 6.125765618619845
['salmon' -> 'cider'], 0.0003999466737768298, 0.009404388714733543, 0.8929407563191938
['clothes accessories' -> 'cookies'], 0.0007998933475536596, 0.09523809523809523, 1.1847113638158413
['cookies' -> 'cooking oil'], 0.0021330489268097585, 0.026533996683250415, 0.5196645146764004
['rice' -> 'cookies'], 0.0011998400213304892, 0.06382978723404255, 0.7940086800042341
['cooking oil' -> 'corn'], 0.0005332622317024396, 0.010443864229765013, 2.176095155207427
['red wine' -> 'cooking oil'], 0.0022663644847353685, 0.08056872037914692, 1.5779268187049114
['corn' -> 'cottage cheese'], 0.0002666311158512198, 0.05555555555555555, 1.743607624360762
['pickles' -> 'cottage cheese'], 0.0003999466737768298, 0.06666666666666667, 2.092329149232915
['eggplant' -> 'eggs'], 0.0035995200639914677, 0.2727272727272727, 1.517601834367413
['pepper' -> 'eggplant'], 0.0006665777896280496, 0.02512562814070352, 1.9037104715496675
['eggs' -> 'energy bar'], 0.005199306759098787, 0.028931750741839762, 1.0690495680519214
['pasta' -> 'eggs'], 0.0027996267164378083, 0.17796610169491525, 0.9902995020872102
['energy bar' -> 'energy drink'], 0.0011998400213304892, 0.04433497536945813, 1.662783251231527
['parmesan cheese' -> 'energy bar'], 0.0006665777896280496, 0.03355704697986577, 1.2399576817535625
['energy drink' -> 'escalope'], 0.0009332089054792694, 0.035, 0.4412352941176471
['pancakes' -> 'energy drink'], 0.0037328356219170776, 0.03927068723702665, 1.4728471248246844
['escalope' -> 'extra dark chocolate'], 0.0005332622317024396, 0.0067226890756302525, 0.5602987861811392
['olive oil' -> 'escalope'], 0.0023996800426609784, 0.03643724696356275, 0.4593542680229986
['oil' -> 'extra dark chocolate'], 0.0007998933475536596, 0.03468208092485549, 2.890558766859345
['flax seed' -> 'french fries'], 0.001999733368884149, 0.22058823529411764, 1.2906648618885932
['french fries' -> 'french wine'], 0.0037328356219170776, 0.0218408736349454, 0.9693987759510381
['nonfat milk' -> 'french fries'], 0.0007998933475536596, 0.07692307692307693, 0.45007800312012486
['french wine' -> 'fresh bread'], 0.0027996267164378083, 0.1242603550295858, 2.8856870683496068
['fresh bread' -> 'fresh tuna'], 0.001999733368884149, 0.04643962848297214, 2.0858901392261915
['muffins' -> 'fresh bread'], 0.0011998400213304892, 0.049723756906077346, 1.154730342267759
['fresh tuna' -> 'fromage blanc'], 0.0023996800426609784, 0.10778443113772455, 7.926382529059528
['fromage blanc' -> 'frozen smoothie'], 0.001999733368884149, 0.14705882352941177, 2.322291021671827
['frozen smoothie' -> 'frozen vegetables'], 0.009998666844420743, 0.15789473684210525, 1.6564593301435406
['mineral water' -> 'frozen smoothie'], 0.020263964804692707, 0.08501118568232663, 1.342460850111857
['frozen vegetables' -> 'gluten free bar'], 0.0009332089054792694, 0.009790209790209791, 1.4122377622377624
['milk' -> 'frozen vegetables'], 0.023596853752832957, 0.18209876543209877, 1.910381593714927
['gluten free bar' -> 'grated cheese'], 0.0010665244634048793, 0.15384615384615385, 2.9363867684478375
['grated cheese' -> 'green beans'], 0.0007998933475536596, 0.015267175572519083, 1.7618320610687024
['meatballs' -> 'grated cheese'], 0.0010665244634048793, 0.050955414012738856, 0.9725612226706213
['green grapes' -> 'green tea'], 0.0018664178109585388, 0.20588235294117646, 1.5583486674185314
